,ISBN No.,Candidate Name,Candidate Designation,University,Candidate Title,Chapter Name,fChapter Name,Book Title,Publication Date,Publication Name
3345,978-81-19534-68-5,Mr. Nitin Dixit,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Ethics and Innovation: Balancing Progress with Responsibility,Ethics and Innovation Balancing Progress with Responsibility,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3346,978-81-19534-68-5,Mr. Arun Agrawal,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Ethics and Innovation: Balancing Progress with Responsibility,Ethics and Innovation Balancing Progress with Responsibility,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3347,978-81-19534-68-5,Dr. Pradeep Yadav,"Associate Professor, Dept of CSE",ITM Gwalior,Contributor,Ethics and Innovation: Balancing Progress with Responsibility,Ethics and Innovation Balancing Progress with Responsibility,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3348,978-81-19534-68-5,Mr. Amit Kumar Tiwari,"Asst. Professor, Dept of ME",ITM Gwalior,Contributor,Ethics and Innovation: Balancing Progress with Responsibility,Ethics and Innovation Balancing Progress with Responsibility,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3349,978-81-19534-68-5,Ms. Neelam Baghel,"Asst. Professor, Dept of ME",ITM Gwalior,Contributor,"The Future of Work: AI, Ethics and Human Resource Management",The Future of Work AI Ethics and Human Resource Management,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3350,978-81-19534-68-5,Mr. Mahendra Singh Bhadoria,"Asst. Professor, Dept of Mathematics",ITM Gwalior,Contributor,"The Future of Work: AI, Ethics and Human Resource Management",The Future of Work AI Ethics and Human Resource Management,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3351,978-81-19534-68-5,Dr. Manoj Mishra,"Professor, Dept of Humanities",ITM Gwalior,Contributor,"The Future of Work: AI, Ethics and Human Resource Management",The Future of Work AI Ethics and Human Resource Management,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3352,978-81-19534-68-5,Mr. Manuj Mishra,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,"The Future of Work: AI, Ethics and Human Resource Management",The Future of Work AI Ethics and Human Resource Management,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3353,978-81-19534-68-5,Ms. Deepika Saraswat,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Renewable Energy Systems: Integrating Engineering and Environmental Science,Renewable Energy Systems Integrating Engineering and Environmental Science,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3354,978-81-19534-68-5,Dr. Satyendra Singh Chauhan,"Professor, Dept of Physics",ITM Gwalior,Contributor,Renewable Energy Systems: Integrating Engineering and Environmental Science,Renewable Energy Systems Integrating Engineering and Environmental Science,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3355,978-81-19534-68-5,Mr. Vineet Shrivastava,"Asst. Professor, Dept of EC",ITM Gwalior,Contributor,Renewable Energy Systems: Integrating Engineering and Environmental Science,Renewable Energy Systems Integrating Engineering and Environmental Science,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3356,978-81-19534-68-5,Dr. Mahendra Bhadoria,"Associate Professor, Dept of Mathematics",ITM Gwalior,Contributor,Renewable Energy Systems: Integrating Engineering and Environmental Science,Renewable Energy Systems Integrating Engineering and Environmental Science,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3357,978-81-19534-68-5,Dr. Manoj Bandil,"Associate Professor, Dept of EE",ITM Gwalior,Contributor,Art and Technology: Fostering Creativity and Innovation,Art and Technology Fostering Creativity and Innovation,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3358,978-81-19534-68-5,Mr. Shirish Mohan Dubey,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Art and Technology: Fostering Creativity and Innovation,Art and Technology Fostering Creativity and Innovation,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3359,978-81-19534-68-5,Ms. Neelam Joshi,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Art and Technology: Fostering Creativity and Innovation,Art and Technology Fostering Creativity and Innovation,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3360,978-81-19534-68-5,Dr. Prashant Sharma,"Asst. Professor, Dept of MBA",ITM Gwalior,Contributor,Art and Technology: Fostering Creativity and Innovation,Art and Technology Fostering Creativity and Innovation,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3361,978-81-19534-68-5,Dr. Vipin Shrotriya,"Asst. Professor, Dept of Physics",ITM Gwalior,Contributor,Interdisciplinary Approaches to Mental Health Treatment,Interdisciplinary Approaches to Mental Health Treatment,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3362,978-81-19534-68-5,Ms. Neelam Joshi,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Interdisciplinary Approaches to Mental Health Treatment,Interdisciplinary Approaches to Mental Health Treatment,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3363,978-81-19534-68-5,Mr. Vineet Shrivastava,"Asst. Professor, Dept of EC",ITM Gwalior,Contributor,Interdisciplinary Approaches to Mental Health Treatment,Interdisciplinary Approaches to Mental Health Treatment,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3364,978-81-19534-68-5,Dr. Prashant Sharma,"Asst. Professor, Dept of MBA",ITM Gwalior,Contributor,Interdisciplinary Approaches to Mental Health Treatment,Interdisciplinary Approaches to Mental Health Treatment,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3365,978-81-19534-68-5,Mr. Narendra Kumar Verma,"Asst. Professor, Dept of ME",ITM Gwalior,Contributor,Blockchain Technology in Supply Chain Management,Blockchain Technology in Supply Chain Management,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3366,978-81-19534-68-5,Dr. Meghna Sharma,"Asst. Professor, Dept of Humanities",ITM Gwalior,Contributor,Blockchain Technology in Supply Chain Management,Blockchain Technology in Supply Chain Management,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3367,978-81-19534-68-5,Ms. Rakhi Sunny Arora,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Blockchain Technology in Supply Chain Management,Blockchain Technology in Supply Chain Management,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3368,978-81-19534-68-5,Dr. Satyendra Singh Chauhan,"Professor, Dept of Physics",ITM Gwalior,Contributor,Blockchain Technology in Supply Chain Management,Blockchain Technology in Supply Chain Management,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3369,978-81-19534-68-5,Mr. Mahendra Singh Bhadoria,"Asst. Professor, Dept of Mathematics",ITM Gwalior,Contributor,Interdisciplinary Strategies for Global Health Initiatives,Interdisciplinary Strategies for Global Health Initiatives,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3370,978-81-19534-68-5,Dr. Jitendra Singh Kushwah,"Associate Professor, Dept of ME",ITM Gwalior,Contributor,Interdisciplinary Strategies for Global Health Initiatives,Interdisciplinary Strategies for Global Health Initiatives,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3371,978-81-19534-68-5,Mr. Mangesh Tomar,Dept of EE,ITM Gwalior,Contributor,Interdisciplinary Strategies for Global Health Initiatives,Interdisciplinary Strategies for Global Health Initiatives,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3372,978-81-19534-68-5,Mr. Vineet Shrivastava,"Asst. Professor, Dept of EC",ITM Gwalior,Contributor,Interdisciplinary Strategies for Global Health Initiatives,Interdisciplinary Strategies for Global Health Initiatives,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3373,978-81-19534-68-5,Dr. Prashant Shrivastava,"Associate Professor, Dept of CM",ITM Gwalior,Contributor,The Convergence of Genomics and Big Data Analytics,The Convergence of Genomics and Big Data Analytics,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3374,978-81-19534-68-5,Ms. Aruna Bajpai,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,The Convergence of Genomics and Big Data Analytics,The Convergence of Genomics and Big Data Analytics,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3375,978-81-19534-68-5,Mr. Rachit Jain,"Asst. Professor, Dept of EC",ITM Gwalior,Contributor,Addressing Health Disparities through Innovations in Maternal and Newborn Care: Opportunities and Challenges,Addressing Health Disparities through Innovations in Maternal and Newborn Care Opportunities and Challenges,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3376,978-81-19534-68-5,Ms. Neelam Joshi,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,Addressing Health Disparities through Innovations in Maternal and Newborn Care: Opportunities and Challenges,Addressing Health Disparities through Innovations in Maternal and Newborn Care Opportunities and Challenges,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3377,978-81-19534-68-5,Dr. Satyendra Singh Chauhan,"Professor, Dept of Physics",ITM Gwalior,Contributor,Addressing Health Disparities through Innovations in Maternal and Newborn Care: Opportunities and Challenges,Addressing Health Disparities through Innovations in Maternal and Newborn Care Opportunities and Challenges,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3378,978-81-19534-68-5,Mr. Deepak Sharma,"Asst. Professor, Dept of ME",ITM Gwalior,Contributor,Addressing Health Disparities through Innovations in Maternal and Newborn Care: Opportunities and Challenges,Addressing Health Disparities through Innovations in Maternal and Newborn Care Opportunities and Challenges,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3379,978-81-19534-68-5,Mr. Ishwar Gupta,"Asst. Professor, Dept of ME",ITM Gwalior,Contributor,The Role of Artificial Intelligence in Enhancing Maternal and Neonatal Health Outcomes: Innovations and Barriers,The Role of Artificial Intelligence in Enhancing Maternal and Neonatal Health Outcomes Innovations and Barriers,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3380,978-81-19534-68-5,Mr. Shirish Mohan Dubey,"Asst. Professor, Dept of CSE",ITM Gwalior,Contributor,The Role of Artificial Intelligence in Enhancing Maternal and Neonatal Health Outcomes: Innovations and Barriers,The Role of Artificial Intelligence in Enhancing Maternal and Neonatal Health Outcomes Innovations and Barriers,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3381,978-81-19534-68-5,Dr. Manoj Mishra,"Professor, Dept of Humanities",ITM Gwalior,Contributor,The Role of Artificial Intelligence in Enhancing Maternal and Neonatal Health Outcomes: Innovations and Barriers,The Role of Artificial Intelligence in Enhancing Maternal and Neonatal Health Outcomes Innovations and Barriers,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3382,978-81-19534-68-5,Dr. Meghna Sharma,"Asst. Professor, Dept of Humanities",ITM Gwalior,Contributor,The Role of Artificial Intelligence in Enhancing Maternal and Neonatal Health Outcomes: Innovations and Barriers,The Role of Artificial Intelligence in Enhancing Maternal and Neonatal Health Outcomes Innovations and Barriers,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3383,978-81-19534-68-5,Mr. Amit Kumar Tiwari,"Asst. Professor, Dept of ME",ITM Gwalior,Contributor,The Role of Artificial Intelligence in Enhancing Maternal and Neonatal Health Outcomes: Innovations and Barriers,The Role of Artificial Intelligence in Enhancing Maternal and Neonatal Health Outcomes Innovations and Barriers,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3384,978-81-19534-68-5,Dr. Vipin Shrotriya,"Asst. Professor, Dept of Physics",ITM Gwalior,Contributor,The Role of Artificial Intelligence in Enhancing Maternal and Neonatal Health Outcomes: Innovations and Barriers,The Role of Artificial Intelligence in Enhancing Maternal and Neonatal Health Outcomes Innovations and Barriers,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3385,978-81-19534-68-5,Mr. Deepak Sharma,"Asst. Professor, Dept of ME",ITM Gwalior,Contributor,The Role of Artificial Intelligence in Enhancing Maternal and Neonatal Health Outcomes: Innovations and Barriers,The Role of Artificial Intelligence in Enhancing Maternal and Neonatal Health Outcomes Innovations and Barriers,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3386,978-81-19534-68-5,Ms. Vishakha Yadav,"Asst. Professor, Dept of CE",ITM Gwalior,Contributor,Innovations in Maternal Health Education: The Role of Mobile Apps and Online Platforms,Innovations in Maternal Health Education The Role of Mobile Apps and Online Platforms,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3387,978-81-19534-68-5,Mr. Shyam Singh Rawat,"Asst. Professor, Dept of ME",ITM Gwalior,Contributor,Innovations in Maternal Health Education: The Role of Mobile Apps and Online Platforms,Innovations in Maternal Health Education The Role of Mobile Apps and Online Platforms,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
3388,978-81-19534-68-5,Dr. Megha Ajeet Lahane,"Associate , Dept of Humanities",ITM Gwalior,Contributor,Innovations in Maternal Health Education: The Role of Mobile Apps and Online Platforms,Innovations in Maternal Health Education The Role of Mobile Apps and Online Platforms,IMPACT OF INTERDISCIPLINARY INNOVATIONS IN BUSINESS MANAGEMENT,"Wednesday, August 4, 2021",Xoffencer International Publication
